PeopleName,Country,Population,Language,Religion,Latitude,Longitude,Global Status of  Evangelical Christianity,Evangelical Engagement,Physical Exertion,Freedom Index,Government Restrictions Index,Social Hostilities Index,Threat Level,ROP1,ROP2,ROP3,People Name,GENC,FIPS,FIPS of Origin,,,IMB Affinity Group,Not Engaged Anywhere,SPI,Strategic Priority Index,Population Layer,Indigenous,ISOalpha3
Afghan,Greece,36500,Dari,Islam - Sunni,37.979194,23.648348,2,Engaged,Low,Free,High,Moderate,Level 1: Exercise Normal Precautions,A005,C0178,115238,"Afghan, general",GRC,GR,AF,,,Central Asian Peoples,,1,Engaged yet Unreached,"10,000+",Diaspora,GRC
Afghan,Iran,2530000,Dari,Islam - Sunni,31.616057,54.478815,1,Engaged,Medium,Not Free,Very High,Moderate,Level 4: Do Not Travel,A005,C0178,115238,"Afghan, general",IRN,IR,AF,,,Central Asian Peoples,,1,Engaged yet Unreached,"1,000,000+",Diaspora,IRN
Afghan,Italy,2200,Dari,Islam - Sunni,41.888624,12.512147,1,Engaged,Low,Free,Moderate,High,Level 2: Exercise Increased Caution,A005,C0178,115238,"Afghan, general",ITA,IT,AF,,,Central Asian Peoples,,1,Engaged yet Unreached,"<10,000",Diaspora,ITA
Afghan,Netherlands,34000,Dari,Islam - Sunni,52.368152,4.897656,1,Engaged,Little,Free,Low,Moderate,Level 2: Exercise Increased Caution,A005,C0178,115238,"Afghan, general",NLD,NL,AF,,,Central Asian Peoples,,1,Engaged yet Unreached,"10,000+",Diaspora,NLD
Afghan,Tajikistan,6000,Dari,Islam - Sunni,38.5514,68.7591,1,Engaged,Strenuous,Not Free,High,Low,Level 2: Exercise Increased Caution,A005,C0178,115238,"Afghan, general",TJK,TI,,,,Central Asian Peoples,,1,Engaged yet Unreached,"<10,000",Diaspora,TJK
Afghan,Türkiye,254000,Dari,Islam - Shia,38.490486,43.370358,1,Engaged,Low,Not Free,High,High,Level 2: Exercise Increased Caution,A005,C0178,115238,"Afghan, general",TUR,TU,,,,Central Asian Peoples,,1,Engaged yet Unreached,"100,000+",Diaspora,TUR
Afghan,United Kingdom,51000,Dari,Islam - Sunni,51.537189,-0.279967,1,Engaged,Little,Free,Moderate,High,Level 2: Exercise Increased Caution,A005,C0178,115238,"Afghan, general",GBR,UK,AF,,,Central Asian Peoples,,1,Engaged yet Unreached,"50,000+",Diaspora,GBR
Afghan,United States,164000,Dari,Islam - Sunni,37.756624,-122.168033,1,Engaged,Little,Free,Moderate,High,Caution,A005,C0178,115238,"Afghan, general",USA,US,AF,,,Central Asian Peoples,,1,Engaged yet Unreached,"100,000+",Diaspora,USA
Afitti,Sudan,5400,Afitti,Islam - Sunni,12.44598,30.76112,1,Unengaged,Strenuous,Not Free,High,Moderate,Level 4: Do Not Travel,A013,C0156,100090,Afitti,SDN,SU,,,,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,SDN
African Americans,United States,40330000,English,Christianity - Evangelical Protestant,42.331389,-83.045833,6,Engaged,Little,Free,Moderate,High,Caution,A009,C0254,110444,African American,USA,US,,,,American Peoples,,2,No Longer Unreached,"10,000,000+",Indigenous,USA
Afrikaner,Angola,3700,Afrikaans,Christianity - Neo-Pentecostalism,-8.8691,13.2758,1,Engaged,Strenuous,Not Free,NA,Moderate,Level 2: Exercise Increased Caution,A003,C0079,100093,Afrikaner,AGO,AO,SF,,,Sub-Saharan African Peoples,,1,Engaged yet Unreached,"<10,000",Diaspora,AGO
Afrikaner,Botswana,26500,Afrikaans,Christianity - Neo-Pentecostalism,-23.670847,22.777069,1,Engaged,Medium,Free,Low,Low,Level 2: Exercise Increased Caution,A003,C0079,100093,Afrikaner,BWA,BC,SF,,,Sub-Saharan African Peoples,,1,Engaged yet Unreached,"10,000+",Diaspora,BWA
Afrikaner,Canada,30000,Afrikaans,Christianity - Non-Evangelical Protestant,43.67847446561806,-79.6380057,6,Engaged,,,,,,A003,C0079,100093,Afrikaner,CAN,CA,,,,Sub-Saharan African Peoples,,2,No Longer Unreached,"10,000+",Diaspora,CAN
Afrikaner,Eswatini,16500,Afrikaans,Christianity - Neo-Pentecostalism,-26.328455,31.120338,4,Engaged,Strenuous,Not Free,Moderate,Low,Level 2: Exercise Increased Caution,A003,C0079,100093,Afrikaner,SWZ,WZ,SF,,,Sub-Saharan African Peoples,,2,No Longer Unreached,"10,000+",Diaspora,SWZ
Afrikaner,Lesotho,2400,Afrikaans,Christianity - Neo-Pentecostalism,-29.304559,27.480047,4,Engaged,Strenuous,Free,Low,Low,Level 1: Exercise Normal Precautions,A003,C0079,100093,Afrikaner,LSO,LT,SF,,,Sub-Saharan African Peoples,,2,No Longer Unreached,"<10,000",Diaspora,LSO
Afrikaner,Namibia,117000,Afrikaans,Christianity - Neo-Pentecostalism,-22.5752,17.0681,5,Engaged,Strenuous,Free,Low,Low,Level 2: Exercise Increased Caution,A003,C0079,100093,Afrikaner,NAM,WA,SF,,,Sub-Saharan African Peoples,,2,No Longer Unreached,"100,000+",Diaspora,NAM
Afrikaner,South Africa,2655000,Afrikaans,Christianity - Neo-Pentecostalism,-25.766924,28.085237,4,Engaged,Medium,Free,Low,High,Level 2: Exercise Increased Caution,A003,C0079,100093,Afrikaner,ZAF,SF,,,,Sub-Saharan African Peoples,,2,No Longer Unreached,"1,000,000+",Indigenous,ZAF
Afrikaner,United Kingdom,66000,Afrikaans,Christianity - Non-Evangelical Protestant,51.37688,-0.142373,1,Unengaged,Little,Free,Moderate,High,Level 2: Exercise Increased Caution,A003,C0079,100093,Afrikaner,GBR,UK,SF,,,Sub-Saharan African Peoples,,0,Unengaged and Unreached,"50,000+",Diaspora,GBR
Afrikaner,United States,21500,Afrikaans,Christianity - Neo-Pentecostalism,34.006062,-118.320837,4,Engaged,Little,Free,Moderate,High,Caution,A003,C0079,100093,Afrikaner,USA,US,SF,,,Sub-Saharan African Peoples,,2,No Longer Unreached,"10,000+",Diaspora,USA
Afrikaner,Zambia,81000,Afrikaans,Christianity - Neo-Pentecostalism,-15.3652,28.3146,1,Unengaged,Strenuous,Partly Free,Moderate,Moderate,Level 1: Exercise Normal Precautions,A003,C0079,100093,Afrikaner,ZMB,ZA,SF,,,Sub-Saharan African Peoples,,0,Unengaged and Unreached,"50,000+",Diaspora,ZMB
Afrikaner,Zimbabwe,42500,Afrikaans,Christianity - Neo-Pentecostalism,-17.8294,31.0675,6,Engaged,Strenuous,Not Free,Moderate,Moderate,Level 2: Exercise Increased Caution,A003,C0079,100093,Afrikaner,ZWE,ZI,SF,,,Sub-Saharan African Peoples,,2,No Longer Unreached,"10,000+",Diaspora,ZWE
Afro-Argentine,Argentina,151000,Spanish,Christianity - Folk Catholicism,-34.636105,-58.482237,6,Unengaged,Low,Free,Low,Moderate,Level 1: Exercise Normal Precautions,A007,C0253,115011,Afro-Argentine,ARG,AR,,,,American Peoples,Yes,2,No Longer Unreached,"100,000+",Indigenous,ARG
Afro-Bolivian,Bolivia,125000,Spanish,Ethnoreligion,-16.2708,-67.6364,4,Unengaged,Medium,Partly Free,Low,High,Level 2: Exercise Increased Caution,A007,C0253,115012,Afro-Bolivian,BOL,BL,,,,American Peoples,Yes,2,No Longer Unreached,"100,000+",Indigenous,BOL
Afro-Ecuadorian,Ecuador,917000,Spanish,Christianity - Folk Catholicism,0.789,-79.094,1,Engaged,Medium,Partly Free,Low,Low,Level 2: Exercise Increased Caution,A007,C0253,115630,Afro-Ecuadorian,ECU,EC,,,,American Peoples,,1,Engaged yet Unreached,"100,000+",Indigenous,ECU
Afro-Grenadian,Canada,19000,Grenadian English Creole,Christianity - Roman Catholicism,43.65792,-79.324609,5,Unengaged,,,,,,A009,C0254,115126,Afro-Grenadian,CAN,CA,,,,American Peoples,,2,No Longer Unreached,"10,000+",Diaspora,CAN
Afro-Grenadian,United States,12000,Grenadian English Creole,Christianity - Roman Catholicism,40.82914,-73.914,5,Unengaged,Little,Free,Moderate,High,Caution,A009,C0254,115126,Afro-Grenadian,USA,US,,,,American Peoples,Yes,2,No Longer Unreached,"10,000+",Diaspora,USA
Afro-Guyanese,Canada,89000,Guyanese English Creole,Christianity - Evangelical Protestant,43.653226,-79.383184,6,Unengaged,,,,,,A007,C0337,103602,Afro-Guyanese,CAN,CA,,,,American Peoples,,2,No Longer Unreached,"50,000+",Diaspora,CAN
Afro-Guyanese,Guyana,376000,Guyanese English Creole,Christianity - Evangelical Protestant,6.783842,-58.140002,6,Engaged,Strenuous,Free,Low,Low,Level 3: Reconsider Travel,A007,C0337,103602,Afro-Guyanese,GUY,GY,,,,American Peoples,,2,No Longer Unreached,"100,000+",Indigenous,GUY
Afro-Kittitian,Saint Kitts and Nevis,45500,Virgin Islands English Creole,Christianity - Non-Evangelical Protestant,17.2961,-62.7246,6,Unengaged,Medium,Free,Low,Low,Level 1: Exercise Normal Precautions,A009,C0254,106882,"Antiguan, mixed",KNA,SC,,,,American Peoples,Yes,2,No Longer Unreached,"10,000+",Indigenous,KNA
Afro-Peruvian,Peru,57000,Spanish,Christianity - Folk Catholicism,-12.215422,-76.938502,4,Engaged,Medium,Partly Free,Moderate,Low,Level 2: Exercise Increased Caution,A007,C0253,107992,Afro-Peruvian,PER,PE,,,,American Peoples,,2,No Longer Unreached,"50,000+",Indigenous,PER
Afro-Seminole,United States,300,English,Christianity - Non-Evangelical Protestant,29.315278,-100.415,4,Engaged,Little,Free,Moderate,High,Caution,A009,C0254,100095,Afro-Seminole,USA,US,,,,American Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,USA
Afro-Trinidadian,Trinidad and Tobago,719000,English,Christianity - Non-Evangelical Protestant,10.667479,-61.508156,6,Unengaged,Medium,Free,Low,Moderate,Level 3: Reconsider Travel,A007,C0337,110196,Afro-Trinidadian,TTO,TD,,,,American Peoples,,2,No Longer Unreached,"100,000+",Indigenous,TTO
Afro-Vincentian,Saint Vincent and the Grenadines,102000,Virgin Islands English Creole,Christianity - Folk Catholicism,13.148861,-61.219553,6,Engaged,Medium,Free,Low,Low,Level 1: Exercise Normal Precautions,A009,C0254,110570,Afro-Vincentian,VCT,VC,,,,American Peoples,,2,No Longer Unreached,"100,000+",Indigenous,VCT
Afshari,Afghanistan,13500,South Azerbaijani,Islam - Sunni,34.5074,69.225,1,Unengaged,Strenuous,Not Free,Very High,High,Level 4: Do Not Travel,A015,C0028,100096,Afshari,AFG,AF,IR,,,Central Asian Peoples,Yes,0,Unengaged and Unreached,"10,000+",Diaspora,AFG
Afshari,Iran,397000,South Azerbaijani,Islam - Shia,36.2051,49.1921,1,Unengaged,Medium,Not Free,Very High,Moderate,Level 4: Do Not Travel,A015,C0028,100096,Afshari,IRN,IR,,,,Central Asian Peoples,Yes,0,Unengaged and Unreached,"100,000+",Indigenous,IRN
Agala,Papua New Guinea,1000,Fembe,Ethnoreligion - Animism,-5.61833,142.204495,4,Engaged,Strenuous,Partly Free,Low,Moderate,Level 3: Reconsider Travel,A010,C0152,100097,Agala,PNG,PP,,,,Asian Pacific Rim Peoples,,2,No Longer Unreached,"<10,000",Indigenous,PNG
Agamudaian,India,1430000,Tamil,Hinduism,10.389459,78.826527,1,Engaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0296,111274,Agamudaiyan,IND,IN,,,,South Asian Peoples,,1,Engaged yet Unreached,"1,000,000+",Indigenous,IND
Agarabi,Papua New Guinea,56500,Agarabi,Christianity - Non-Evangelical Protestant,-6.20604,145.91695,5,Engaged,Strenuous,Partly Free,Low,Moderate,Level 3: Reconsider Travel,A010,C0152,100100,Agarabi,PNG,PP,,,,Asian Pacific Rim Peoples,,2,No Longer Unreached,"50,000+",Indigenous,PNG
Agaria,India,24500,Kacchi,Islam - Sunni,23.242725,69.672364,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0148,111277,"Agaria, Muslim",IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"10,000+",Indigenous,IND
Agariya,India,324000,Agariya,Hinduism,22.3955,82.7501,4,Engaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0148,111276,"Agaria, Hindu",IND,IN,,,,South Asian Peoples,,2,No Longer Unreached,"100,000+",Indigenous,IND
Agasa,India,632000,Tulu,Hinduism,13.118613,75.227312,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,117728,Agasa,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"100,000+",Indigenous,IND
Agatu,Nigeria,184000,Agatu,Christianity - Non-Evangelical Protestant,7.97915,7.71639,4,Engaged,Strenuous,Partly Free,High,Very High,Level 3: Reconsider Travel,A013,C0044,100103,Agatu,NGA,NI,,,,Sub-Saharan African Peoples,,2,No Longer Unreached,"100,000+",Indigenous,NGA
Age,Cameroon,63500,Esimbi,Christianity - Non-Evangelical Protestant,6.50094,9.86936,4,Engaged,Strenuous,Not Free,Low,High,Level 2: Exercise Increased Caution,A013,C0257,100105,Esimbi (Age),CMR,CM,,,,Sub-Saharan African Peoples,,2,No Longer Unreached,"50,000+",Indigenous,CMR
Ageer,South Sudan,19500,Northeastern Dinka,Islam - Sunni,10.329464,32.35307,5,Engaged,Extreme,Not Free,High,Moderate,Level 4: Do Not Travel,A013,C0153,115239,Ageer,SSD,OD,,,,Sub-Saharan African Peoples,,2,No Longer Unreached,"10,000+",Indigenous,SSD
Ager,India,376000,Marathi,Hinduism - Folk,18.515752,73.182162,1,Engaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0326,111279,"Ager, Hindu",IND,IN,,,,South Asian Peoples,,1,Engaged yet Unreached,"100,000+",Indigenous,IND
Aghem,Cameroon,52000,Aghem,Christianity - Non-Evangelical Protestant,6.38956,10.08074,1,Engaged,Strenuous,Not Free,Low,High,Level 2: Exercise Increased Caution,A013,C0257,100107,Aghem,CMR,CM,,,,Sub-Saharan African Peoples,,1,Engaged yet Unreached,"50,000+",Indigenous,CMR
Aghori,India,19500,Hindi,Hinduism,25.79162,87.45792,1,Engaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,111282,Aghori,IND,IN,,,,South Asian Peoples,,1,Engaged yet Unreached,"10,000+",Indigenous,IND
Agi,Papua New Guinea,1700,Agi,Christianity - Non-Evangelical Protestant,-3.49104,142.38677,4,Engaged,Strenuous,Partly Free,Low,Moderate,Level 3: Reconsider Travel,A010,C0152,100113,Agi,PNG,PP,,,,Asian Pacific Rim Peoples,,2,No Longer Unreached,"<10,000",Indigenous,PNG
Agnikula Kshatriya,India,413000,Telugu,Hinduism,17.684511,83.216553,3,Engaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,117733,Agnikula Kshatriya,IND,IN,,,,South Asian Peoples,,1,Engaged yet Unreached,"100,000+",Indigenous,IND
Agob,Papua New Guinea,5100,Agob,Christianity - Non-Evangelical Protestant,-9.08521,142.53159,4,Engaged,Strenuous,Partly Free,Low,Moderate,Level 3: Reconsider Travel,A010,C0152,100114,Agob,PNG,PP,,,,Asian Pacific Rim Peoples,,2,No Longer Unreached,"<10,000",Indigenous,PNG
Agoi,Nigeria,24500,Agoi,Christianity - Non-Evangelical Protestant,5.87953,8.21629,5,Unengaged,Strenuous,Partly Free,High,Very High,Level 3: Reconsider Travel,A013,C0044,100115,Agoi (Ibami),NGA,NI,,,,Sub-Saharan African Peoples,Yes,2,No Longer Unreached,"10,000+",Indigenous,NGA
Agri,India,68500,Marathi,Hinduism,23.595,72.963,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,111284,Agri,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"50,000+",Indigenous,IND
"Agta, Dupaninan",Philippines,1800,Dupaninan Agta,Ethnoreligion - Animism,17.37477,122.18812,5,Engaged,Medium,Partly Free,Low,High,Level 2: Exercise Increased Caution,A008,C0072,100120,"Agta, Dupaninan",PHL,RP,,,,Asian Pacific Rim Peoples,,2,No Longer Unreached,"<10,000",Indigenous,PHL
Aguacatec,United States,1300,Awakateko,Christianity - Roman Catholicism,36.11792,-79.43084,4,Unengaged,Little,Free,Moderate,High,Caution,A007,C0165,100122,Aguacatec,USA,US,,,,American Peoples,,2,No Longer Unreached,"<10,000",Diaspora,USA
Aguacateco,Guatemala,13000,Awakateko,Christianity - Folk Catholicism,15.33066,-91.31529,4,Engaged,Strenuous,Partly Free,Low,Low,Level 3: Reconsider Travel,A007,C0165,100122,Aguacatec,GTM,GT,,,,American Peoples,,2,No Longer Unreached,"10,000+",Indigenous,GTM
Aguaruna,Peru,55500,Awajún,Ethnoreligion - Animism,-5.30044,-77.92179,6,Engaged,Medium,Partly Free,Moderate,Low,Level 2: Exercise Increased Caution,A007,C0010,100125,Aguaruna,PER,PE,,,,American Peoples,,2,No Longer Unreached,"50,000+",Indigenous,PER
Agul,Russian Federation,29000,Aghul,Islam - Sunni,41.782,47.594,1,Unengaged,Low,Not Free,Very High,Very High,Level 4: Do Not Travel,A003,C0061,100126,Agul,RUS,RS,,,,Central Asian Peoples,Yes,0,Unengaged and Unreached,"10,000+",Indigenous,RUS
Aguna,Benin,9500,Aguna,Ethnoreligion - Animism,7.49256,1.74452,6,Engaged,Strenuous,Partly Free,Low,High,Level 2: Exercise Increased Caution,A013,C0233,100127,Aguna,BEN,BN,,,,Sub-Saharan African Peoples,,2,No Longer Unreached,"<10,000",Indigenous,BEN
Aguri,India,529000,Bengali,Hinduism,23.107051,87.416413,1,Engaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,111287,Aguri,IND,IN,,,,South Asian Peoples,,1,Engaged yet Unreached,"100,000+",Indigenous,IND
Aguru,India,19500,Telugu,Hinduism,18.396608,83.336189,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,117773,Aguru,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"10,000+",Indigenous,IND
Agutaynon,Philippines,17500,Agutaynen,Christianity - Roman Catholicism,10.5301,119.2789,1,Engaged,Medium,Partly Free,Low,High,Level 2: Exercise Increased Caution,A008,C0072,100130,Agutaynon,PHL,RP,,,,Asian Pacific Rim Peoples,,1,Engaged yet Unreached,"10,000+",Indigenous,PHL
Agwagwune,Nigeria,44000,Agwagwune,Christianity - Non-Evangelical Protestant,5.8371,8.0046,4,Unengaged,Strenuous,Partly Free,High,Very High,Level 3: Reconsider Travel,A013,C0044,100131,Agwagwune,NGA,NI,,,,Sub-Saharan African Peoples,Yes,2,No Longer Unreached,"10,000+",Indigenous,NGA
Ahafo,Ghana,86000,Akan,Christianity - Neo-Pentecostalism,6.7439,-1.6048,5,Engaged,Strenuous,Free,Low,Moderate,Level 2: Exercise Increased Caution,A013,C0085,100133,Ahafo,GHA,GH,,,,Sub-Saharan African Peoples,,2,No Longer Unreached,"50,000+",Indigenous,GHA
Ahamb,Vanuatu,1300,Axamb,Christianity - Non-Evangelical Protestant,-16.48376,167.70701,5,Engaged,Strenuous,Free,Low,Moderate,Level 1: Exercise Normal Precautions,A010,C0227,100134,Ahamb,VUT,NH,,,,Asian Pacific Rim Peoples,,2,No Longer Unreached,"<10,000",Indigenous,VUT
Ahangar,India,10000,Kashmiri,Islam - Sunni,34.0945,74.8259,1,Engaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0321,119353,Ahangar,IND,IN,,,,South Asian Peoples,,1,Engaged yet Unreached,"10,000+",Indigenous,IND
Ahanta,Ghana,221000,Ahanta,Ethnoreligion,4.85147,-1.94657,5,Engaged,Strenuous,Free,Low,Moderate,Level 2: Exercise Increased Caution,A013,C0085,100137,Ahanta,GHA,GH,,,,Sub-Saharan African Peoples,,2,No Longer Unreached,"100,000+",Indigenous,GHA
Ahe Dayak,Indonesia,47500,Kendayan,Ethnoreligion - Animism,0.068,113.743,5,Engaged,Medium,Partly Free,Very High,High,Level 2: Exercise Increased Caution,A008,C0059,100139,"Dayak, Ahe",IDN,ID,,,,Asian Pacific Rim Peoples,,2,No Longer Unreached,"10,000+",Indigenous,IDN
Aheria,India,149000,Hindi,Hinduism - Folk,27.896052,78.275198,2,Engaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,111291,Aheria,IND,IN,,,,South Asian Peoples,,1,Engaged yet Unreached,"100,000+",Indigenous,IND
Aheu,Laos,2600,Aheu,Ethnoreligion - Animism,18.2084,104.9801,1,Unengaged,Strenuous,Not Free,High,Moderate,Level 2: Exercise Increased Caution,A011,C0147,105894,Aheu,LAO,LA,,,,Asian Pacific Rim Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,LAO
Ahluwalia,India,1300,Eastern Panjabi,Hinduism,31.46291,75.314262,4,Engaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,117252,Ahluwalia,IND,IN,,,,South Asian Peoples,,2,No Longer Unreached,"<10,000",Indigenous,IND
Ahmadiya,India,6900,Urdu,Islam - Sunni,29.6945,77.6738,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0321,100142,Ahmadi,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,IND
Ahom,India,843000,Assamese,Hinduism,27.47928,95.619399,3,Engaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0022,111294,Ahom,IND,IN,,,,South Asian Peoples,,1,Engaged yet Unreached,"100,000+",Indigenous,IND
"Ahtena, Copper River",United States,650,English,Christianity - Non-Evangelical Protestant,61.70684,-144.88894,4,Unengaged,Little,Free,Moderate,High,Caution,A009,C0154,100144,Ahtena,USA,US,,,,American Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,USA
Ai-Cham,China,4200,Ai-Cham,Ethnoreligion - Chinese Folk Religion,25.454,107.8195,0,Unengaged,Medium,Not Free,Very High,Low,Other,A011,C0054,100146,Ai-Cham,CHN,CH,,,,Asian Pacific Rim Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,CHN
Aikana,Brazil,300,Aikanã,Ethnoreligion,-12.66946,-60.53527,4,Engaged,Medium,Free,Low,Moderate,Level 2: Exercise Increased Caution,A007,C0201,110236,Tubarao,BRA,BR,,,,American Peoples,,2,No Longer Unreached,"<10,000",Indigenous,BRA
Aiku,Papua New Guinea,2400,Yangum Mon,Christianity - Non-Evangelical Protestant,-3.529642,142.504209,5,Engaged,Strenuous,Partly Free,Low,Moderate,Level 3: Reconsider Travel,A010,C0152,100147,Aiku,PNG,PP,,,,Asian Pacific Rim Peoples,,2,No Longer Unreached,"<10,000",Indigenous,PNG
Aikwakai,Indonesia,2100,Sikaritai,Christianity - Evangelical Protestant,-2.80285,138.2874,6,Engaged,Medium,Partly Free,Very High,High,Level 2: Exercise Increased Caution,A010,C0152,100148,Aikwakai,IDN,ID,,,,Asian Pacific Rim Peoples,,2,No Longer Unreached,"<10,000",Indigenous,IDN
Aimaq,Afghanistan,1480000,Dari,Islam - Sunni,34.27009,64.62116,1,Engaged,Strenuous,Not Free,Very High,High,Level 4: Do Not Travel,A005,C0007,118270,Aimaq,AFG,AF,,,,Central Asian Peoples,,1,Engaged yet Unreached,"1,000,000+",Indigenous,AFG
Aimele,Papua New Guinea,325,Eibela,Ethnoreligion - Animism,-6.9501,142.6486,1,Engaged,Strenuous,Partly Free,Low,Moderate,Level 3: Reconsider Travel,A010,C0152,100155,Aimele,PNG,PP,,,,Asian Pacific Rim Peoples,,1,Engaged yet Unreached,"<10,000",Indigenous,PNG
Aimol,India,3600,Aimol,Christianity - Evangelical Protestant,25.086945,93.937294,6,Engaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0333,111296,Aimol,IND,IN,,,,South Asian Peoples,,2,No Longer Unreached,"<10,000",Indigenous,IND
Ainbai,Papua New Guinea,350,Tok Pisin,Christianity - Roman Catholicism,-3.09214,141.14867,5,Engaged,Strenuous,Partly Free,Low,Moderate,Level 3: Reconsider Travel,A010,C0152,100157,Ainbai,PNG,PP,,,,Asian Pacific Rim Peoples,,2,No Longer Unreached,"<10,000",Indigenous,PNG
